cohort	taxon_id	taxon_name	n_bootstraps_significant	stability_score
geng2024_PRJNA932553	STR_GGB1843_SGB2524	GGB1843_SGB2524	8	0.04
geng2024_PRJNA932553	STR_Selenomonas_noxia	Selenomonas_noxia	8	0.04
geng2024_PRJNA932553	STR_Actinomyces_gerencseriae	Actinomyces_gerencseriae	8	0.04
geng2024_PRJNA932553	STR_Alloprevotella_sp_Lung230	Alloprevotella_sp_Lung230	8	0.04
geng2024_PRJNA932553	STR_Streptococcus_oralis	Streptococcus_oralis	7	0.035
geng2024_PRJNA932553	STR_Actinomyces_sp_oral_taxon_897	Actinomyces_sp_oral_taxon_897	7	0.035
geng2024_PRJNA932553	STR_Aggregatibacter_aphrophilus	Aggregatibacter_aphrophilus	7	0.035
geng2024_PRJNA932553	STR_Campylobacter_SGB19337	Campylobacter_SGB19337	7	0.035
geng2024_PRJNA932553	STR_Tannerella_sp_oral_taxon_HOT_286	Tannerella_sp_oral_taxon_HOT_286	6	0.03
geng2024_PRJNA932553	STR_Capnocytophaga_sp_oral_taxon_332	Capnocytophaga_sp_oral_taxon_332	6	0.03
geng2024_PRJNA932553	STR_Leptotrichia_wadei	Leptotrichia_wadei	6	0.03
geng2024_PRJNA932553	STR_Leptotrichia_sp_oral_taxon_212	Leptotrichia_sp_oral_taxon_212	6	0.03
geng2024_PRJNA932553	STR_Eikenella_corrodens	Eikenella_corrodens	6	0.03
geng2024_PRJNA932553	STR_Streptococcus_intermedius	Streptococcus_intermedius	6	0.03
geng2024_PRJNA932553	STR_Neisseria_sp_KEM232	Neisseria_sp_KEM232	6	0.03
geng2024_PRJNA932553	STR_Actinobaculum_sp_oral_taxon_183	Actinobaculum_sp_oral_taxon_183	6	0.03
geng2024_PRJNA932553	STR_Desulfovibrio_sp_OH1186_COT_070	Desulfovibrio_sp_OH1186_COT_070	6	0.03
geng2024_PRJNA932553	STR_Arachnia_SGB15899	Arachnia_SGB15899	6	0.03
geng2024_PRJNA932553	STR_Bacteroidaceae_unclassified_SGB1468	Bacteroidaceae_unclassified_SGB1468	6	0.03
geng2024_PRJNA932553	STR_Pseudoramibacter_alactolyticus	Pseudoramibacter_alactolyticus	6	0.03
geng2024_PRJNA932553	STR_GGB12785_SGB19827	GGB12785_SGB19827	5	0.025
geng2024_PRJNA932553	STR_Actinomyces_naeslundii	Actinomyces_naeslundii	5	0.025
geng2024_PRJNA932553	STR_Actinomyces_massiliensis	Actinomyces_massiliensis	5	0.025
geng2024_PRJNA932553	STR_Selenomonas_SGB5891	Selenomonas_SGB5891	5	0.025
geng2024_PRJNA932553	STR_Bifidobacterium_dentium	Bifidobacterium_dentium	5	0.025
geng2024_PRJNA932553	STR_GGB1201_SGB1566	GGB1201_SGB1566	5	0.025
geng2024_PRJNA932553	STR_Selenomonas_flueggei	Selenomonas_flueggei	5	0.025
geng2024_PRJNA932553	STR_GGB4538_SGB6256	GGB4538_SGB6256	5	0.025
geng2024_PRJNA932553	STR_Pseudopropionibacterium_massiliense	Pseudopropionibacterium_massiliense	5	0.025
geng2024_PRJNA932553	STR_Selenomonas_sp_oral_taxon_892	Selenomonas_sp_oral_taxon_892	4	0.02
geng2024_PRJNA932553	STR_Prevotella_histicola	Prevotella_histicola	4	0.02
geng2024_PRJNA932553	STR_GGB3385_SGB4472	GGB3385_SGB4472	4	0.02
geng2024_PRJNA932553	STR_Actinomyces_oris	Actinomyces_oris	4	0.02
geng2024_PRJNA932553	STR_Prevotella_nigrescens	Prevotella_nigrescens	4	0.02
geng2024_PRJNA932553	STR_Haemophilus_influenzae	Haemophilus_influenzae	4	0.02
geng2024_PRJNA932553	STR_Propionibacterium_acidifaciens	Propionibacterium_acidifaciens	4	0.02
geng2024_PRJNA932553	STR_Lancefieldella_rimae	Lancefieldella_rimae	4	0.02
geng2024_PRJNA932553	STR_GGB1611_SGB2208	GGB1611_SGB2208	4	0.02
geng2024_PRJNA932553	STR_Prevotella_sp_F0091	Prevotella_sp_F0091	4	0.02
geng2024_PRJNA932553	STR_GGB1138_SGB1455	GGB1138_SGB1455	4	0.02
geng2024_PRJNA932553	STR_Leptotrichia_trevisanii	Leptotrichia_trevisanii	4	0.02
geng2024_PRJNA932553	STR_Actinomyces_oricola	Actinomyces_oricola	4	0.02
geng2024_PRJNA932553	STR_Capnocytophaga_granulosa	Capnocytophaga_granulosa	3	0.015
geng2024_PRJNA932553	STR_Prevotella_melaninogenica	Prevotella_melaninogenica	3	0.015
geng2024_PRJNA932553	STR_Lautropia_dentalis	Lautropia_dentalis	3	0.015
geng2024_PRJNA932553	STR_Rothia_dentocariosa	Rothia_dentocariosa	3	0.015
geng2024_PRJNA932553	STR_Cardiobacterium_hominis	Cardiobacterium_hominis	3	0.015
geng2024_PRJNA932553	STR_TM7_phylum_sp_oral_taxon_348	TM7_phylum_sp_oral_taxon_348	3	0.015
geng2024_PRJNA932553	STR_Mogibacterium_diversum	Mogibacterium_diversum	3	0.015
geng2024_PRJNA932553	STR_Neisseria_sp_oral_taxon_014	Neisseria_sp_oral_taxon_014	3	0.015
geng2024_PRJNA932553	STR_Eikenella_halliae	Eikenella_halliae	3	0.015
geng2024_PRJNA932553	STR_Bulleidia_extructa	Bulleidia_extructa	3	0.015
geng2024_PRJNA932553	STR_Actinomyces_sp_oral_taxon_448	Actinomyces_sp_oral_taxon_448	3	0.015
geng2024_PRJNA932553	STR_Capnocytophaga_SGB2480	Capnocytophaga_SGB2480	3	0.015
geng2024_PRJNA932553	STR_Fusobacterium_hwasookii	Fusobacterium_hwasookii	3	0.015
geng2024_PRJNA932553	STR_GGB12783_SGB19821	GGB12783_SGB19821	3	0.015
geng2024_PRJNA932553	STR_Leptotrichia_hongkongensis	Leptotrichia_hongkongensis	3	0.015
geng2024_PRJNA932553	STR_Porphyromonas_catoniae	Porphyromonas_catoniae	3	0.015
geng2024_PRJNA932553	STR_Treponema_SGB3601	Treponema_SGB3601	3	0.015
geng2024_PRJNA932553	STR_Leptotrichia_hofstadii	Leptotrichia_hofstadii	3	0.015
geng2024_PRJNA932553	STR_Treponema_SGB69452	Treponema_SGB69452	3	0.015
geng2024_PRJNA932553	STR_Prevotella_loescheii	Prevotella_loescheii	3	0.015
geng2024_PRJNA932553	STR_GGB1025_SGB1319	GGB1025_SGB1319	3	0.015
geng2024_PRJNA932553	STR_Veillonella_sp_3627	Veillonella_sp_3627	3	0.015
geng2024_PRJNA932553	STR_Streptococcus_gordonii	Streptococcus_gordonii	2	0.01
geng2024_PRJNA932553	STR_GGB3388_SGB4476	GGB3388_SGB4476	2	0.01
geng2024_PRJNA932553	STR_Granulicatella_adiacens	Granulicatella_adiacens	2	0.01
geng2024_PRJNA932553	STR_Leptotrichia_massiliensis	Leptotrichia_massiliensis	2	0.01
geng2024_PRJNA932553	STR_Capnocytophaga_leadbetteri	Capnocytophaga_leadbetteri	2	0.01
geng2024_PRJNA932553	STR_Abiotrophia_defectiva	Abiotrophia_defectiva	2	0.01
geng2024_PRJNA932553	STR_GGB4400_SGB6074	GGB4400_SGB6074	2	0.01
geng2024_PRJNA932553	STR_Candidatus_Saccharibacteria_bacterium_oral_taxon_955	Candidatus_Saccharibacteria_bacterium_oral_taxon_955	2	0.01
geng2024_PRJNA932553	STR_GGB12762_SGB19792	GGB12762_SGB19792	2	0.01
geng2024_PRJNA932553	STR_Candidatus_Absconditabacteria_unclassified_SGB6894	Candidatus_Absconditabacteria_unclassified_SGB6894	2	0.01
geng2024_PRJNA932553	STR_Leptotrichia_sp_oral_taxon_498	Leptotrichia_sp_oral_taxon_498	2	0.01
geng2024_PRJNA932553	STR_Slackia_exigua	Slackia_exigua	2	0.01
geng2024_PRJNA932553	STR_Pseudoleptotrichia_goodfellowii	Pseudoleptotrichia_goodfellowii	2	0.01
geng2024_PRJNA932553	STR_Kytococcus_sedentarius	Kytococcus_sedentarius	2	0.01
geng2024_PRJNA932553	STR_Lachnoanaerobaculum_saburreum	Lachnoanaerobaculum_saburreum	2	0.01
geng2024_PRJNA932553	STR_Capnocytophaga_haemolytica	Capnocytophaga_haemolytica	2	0.01
geng2024_PRJNA932553	STR_GGB4308_SGB5895	GGB4308_SGB5895	2	0.01
geng2024_PRJNA932553	STR_Campylobacter_curvus	Campylobacter_curvus	2	0.01
geng2024_PRJNA932553	STR_Candidatus_Gracilibacteria_bacterium_HOT_871	Candidatus_Gracilibacteria_bacterium_HOT_871	2	0.01
geng2024_PRJNA932553	STR_Campylobacter_showae	Campylobacter_showae	1	0.005
geng2024_PRJNA932553	STR_Streptococcus_cristatus	Streptococcus_cristatus	1	0.005
geng2024_PRJNA932553	STR_Prevotella_aurantiaca	Prevotella_aurantiaca	1	0.005
geng2024_PRJNA932553	STR_Candidatus_Gracilibacteria_bacterium_GN02_873	Candidatus_Gracilibacteria_bacterium_GN02_873	1	0.005
geng2024_PRJNA932553	STR_Candidatus_Saccharibacteria_unclassified_SGB19782	Candidatus_Saccharibacteria_unclassified_SGB19782	1	0.005
geng2024_PRJNA932553	STR_GGB4533_SGB6246	GGB4533_SGB6246	1	0.005
geng2024_PRJNA932553	STR_Abiotrophia_sp_HMSC24B09	Abiotrophia_sp_HMSC24B09	1	0.005
geng2024_PRJNA932553	STR_Campylobacter_SGB19317	Campylobacter_SGB19317	1	0.005
geng2024_PRJNA932553	STR_Lachnoanaerobaculum_orale	Lachnoanaerobaculum_orale	1	0.005
geng2024_PRJNA932553	STR_Stomatobaculum_longum	Stomatobaculum_longum	1	0.005
geng2024_PRJNA932553	STR_Alloprevotella_rava	Alloprevotella_rava	1	0.005
geng2024_PRJNA932553	STR_Anaeroglobus_geminatus	Anaeroglobus_geminatus	1	0.005
geng2024_PRJNA932553	STR_GGB12441_SGB19290	GGB12441_SGB19290	1	0.005
geng2024_PRJNA932553	STR_Leptotrichia_shahii	Leptotrichia_shahii	1	0.005
geng2024_PRJNA932553	STR_GGB3887_SGB5270	GGB3887_SGB5270	1	0.005
geng2024_PRJNA932553	STR_Mitsuokella_sp_oral_taxon_131	Mitsuokella_sp_oral_taxon_131	1	0.005
geng2024_PRJNA932553	STR_GGB1838_SGB2488	GGB1838_SGB2488	1	0.005
geng2024_PRJNA932553	STR_Lachnospiraceae_bacterium_oral_taxon_096	Lachnospiraceae_bacterium_oral_taxon_096	0	0
geng2024_PRJNA932553	STR_GGB12790_SGB19844	GGB12790_SGB19844	0	0
geng2024_PRJNA932553	STR_GGB6814_SGB9728	GGB6814_SGB9728	0	0
geng2024_PRJNA932553	STR_GGB6675_SGB9425	GGB6675_SGB9425	0	0
geng2024_PRJNA932553	STR_Kingella_denitrificans	Kingella_denitrificans	0	0
geng2024_PRJNA932553	STR_Granulicatella_elegans	Granulicatella_elegans	0	0
geng2024_PRJNA932553	STR_Selenomonas_artemidis	Selenomonas_artemidis	0	0
geng2024_PRJNA932553	STR_Dialister_pneumosintes	Dialister_pneumosintes	0	0
geng2024_PRJNA932553	STR_Scardovia_wiggsiae	Scardovia_wiggsiae	0	0
geng2024_PRJNA932553	STR_Selenomonas_infelix	Selenomonas_infelix	0	0
geng2024_PRJNA932553	STR_Aggregatibacter_sp_oral_taxon_458	Aggregatibacter_sp_oral_taxon_458	0	0
geng2024_PRJNA932553	STR_Prevotella_oulorum	Prevotella_oulorum	0	0
geng2024_PRJNA932553	STR_Neisseria_bacilliformis	Neisseria_bacilliformis	0	0
geng2024_PRJNA932553	STR_Atopobium_sp_oral_taxon_810	Atopobium_sp_oral_taxon_810	0	0
geng2024_PRJNA932553	STR_Olsenella_phocaeensis	Olsenella_phocaeensis	0	0
