cohort	taxon_id	taxon_name	n_bootstraps_significant	stability_score
geng2024_PRJNA230363	STR_Haemophilus_parainfluenzae	Haemophilus_parainfluenzae	31	0.155
geng2024_PRJNA230363	STR_Leptotrichia_hofstadii	Leptotrichia_hofstadii	30	0.15
geng2024_PRJNA230363	STR_GGB4538_SGB6253	GGB4538_SGB6253	30	0.15
geng2024_PRJNA230363	STR_Capnocytophaga_leadbetteri	Capnocytophaga_leadbetteri	29	0.145
geng2024_PRJNA230363	STR_Cardiobacterium_valvarum	Cardiobacterium_valvarum	28	0.14
geng2024_PRJNA230363	STR_Corynebacterium_matruchotii	Corynebacterium_matruchotii	28	0.14
geng2024_PRJNA230363	STR_GGB3386_SGB4474	GGB3386_SGB4474	28	0.14
geng2024_PRJNA230363	STR_Porphyromonas_pasteri	Porphyromonas_pasteri	28	0.14
geng2024_PRJNA230363	STR_Alloprevotella_tannerae	Alloprevotella_tannerae	27	0.135
geng2024_PRJNA230363	STR_Candidatus_Nanosynbacter_lyticus	Candidatus_Nanosynbacter_lyticus	27	0.135
geng2024_PRJNA230363	STR_Capnocytophaga_sputigena	Capnocytophaga_sputigena	26	0.13
geng2024_PRJNA230363	STR_Lachnospiraceae_bacterium_oral_taxon_500	Lachnospiraceae_bacterium_oral_taxon_500	26	0.13
geng2024_PRJNA230363	STR_GGB1025_SGB1319	GGB1025_SGB1319	26	0.13
geng2024_PRJNA230363	STR_Stomatobaculum_SGB5266	Stomatobaculum_SGB5266	26	0.13
geng2024_PRJNA230363	STR_Mogibacterium_diversum	Mogibacterium_diversum	25	0.125
geng2024_PRJNA230363	STR_Haemophilus_sputorum	Haemophilus_sputorum	25	0.125
geng2024_PRJNA230363	STR_Capnocytophaga_sp_oral_taxon_338	Capnocytophaga_sp_oral_taxon_338	25	0.125
geng2024_PRJNA230363	STR_Prevotella_sp_A2879	Prevotella_sp_A2879	24	0.12
geng2024_PRJNA230363	STR_Pauljensenia_hongkongensis	Pauljensenia_hongkongensis	24	0.12
geng2024_PRJNA230363	STR_GGB1832_SGB2476	GGB1832_SGB2476	24	0.12
geng2024_PRJNA230363	STR_GGB4533_SGB6246	GGB4533_SGB6246	23	0.115
geng2024_PRJNA230363	STR_Lautropia_dentalis	Lautropia_dentalis	23	0.115
geng2024_PRJNA230363	STR_Alloprevotella_SGB1466	Alloprevotella_SGB1466	22	0.11
geng2024_PRJNA230363	STR_Haemophilus_parahaemolyticus	Haemophilus_parahaemolyticus	21	0.105
geng2024_PRJNA230363	STR_GGB7107_SGB10420	GGB7107_SGB10420	21	0.105
geng2024_PRJNA230363	STR_Leptotrichia_wadei	Leptotrichia_wadei	20	0.1
geng2024_PRJNA230363	STR_Fusobacterium_hwasookii	Fusobacterium_hwasookii	20	0.1
geng2024_PRJNA230363	STR_Pseudopropionibacterium_propionicum	Pseudopropionibacterium_propionicum	20	0.1
geng2024_PRJNA230363	STR_Johnsonella_ignava	Johnsonella_ignava	20	0.1
geng2024_PRJNA230363	STR_Streptococcus_mutans	Streptococcus_mutans	20	0.1
geng2024_PRJNA230363	STR_Peptostreptococcaceae_bacterium_oral_taxon_113	Peptostreptococcaceae_bacterium_oral_taxon_113	19	0.095
geng2024_PRJNA230363	STR_Peptidiphaga_gingivicola	Peptidiphaga_gingivicola	19	0.095
geng2024_PRJNA230363	STR_Tannerella_sp_oral_taxon_HOT_286	Tannerella_sp_oral_taxon_HOT_286	18	0.09
geng2024_PRJNA230363	STR_Aggregatibacter_aphrophilus	Aggregatibacter_aphrophilus	18	0.09
geng2024_PRJNA230363	STR_Selenomonas_SGB5891	Selenomonas_SGB5891	18	0.09
geng2024_PRJNA230363	STR_Scardovia_wiggsiae	Scardovia_wiggsiae	18	0.09
geng2024_PRJNA230363	STR_GGB12796_SGB19893	GGB12796_SGB19893	18	0.09
geng2024_PRJNA230363	STR_Corynebacterium_durum	Corynebacterium_durum	17	0.085
geng2024_PRJNA230363	STR_Actinobaculum_sp_oral_taxon_183	Actinobaculum_sp_oral_taxon_183	17	0.085
geng2024_PRJNA230363	STR_Eubacterium_sulci	Eubacterium_sulci	17	0.085
geng2024_PRJNA230363	STR_Arachnia_SGB15898	Arachnia_SGB15898	17	0.085
geng2024_PRJNA230363	STR_Peptostreptococcus_SGB749	Peptostreptococcus_SGB749	17	0.085
geng2024_PRJNA230363	STR_SR1_bacterium_human_oral_taxon_HOT_345	SR1_bacterium_human_oral_taxon_HOT_345	16	0.08
geng2024_PRJNA230363	STR_Streptococcus_gordonii	Streptococcus_gordonii	15	0.075
geng2024_PRJNA230363	STR_Prevotella_histicola	Prevotella_histicola	14	0.07
geng2024_PRJNA230363	STR_Neisseria_bacilliformis	Neisseria_bacilliformis	14	0.07
geng2024_PRJNA230363	STR_GGB10022_SGB15896	GGB10022_SGB15896	13	0.065
geng2024_PRJNA230363	STR_Actinomyces_naeslundii	Actinomyces_naeslundii	13	0.065
geng2024_PRJNA230363	STR_Neisseria_sp_KEM232	Neisseria_sp_KEM232	13	0.065
geng2024_PRJNA230363	STR_Prevotella_enoeca	Prevotella_enoeca	13	0.065
geng2024_PRJNA230363	STR_Candidatus_Saccharibacteria_unclassified_SGB19850	Candidatus_Saccharibacteria_unclassified_SGB19850	12	0.06
geng2024_PRJNA230363	STR_Capnocytophaga_gingivalis	Capnocytophaga_gingivalis	12	0.06
geng2024_PRJNA230363	STR_Alloprevotella_sp_Lung230	Alloprevotella_sp_Lung230	12	0.06
geng2024_PRJNA230363	STR_Lancefieldella_rimae	Lancefieldella_rimae	11	0.055
geng2024_PRJNA230363	STR_Prevotella_oris	Prevotella_oris	11	0.055
geng2024_PRJNA230363	STR_GGB4308_SGB5895	GGB4308_SGB5895	11	0.055
geng2024_PRJNA230363	STR_Bergeyella_cardium	Bergeyella_cardium	11	0.055
geng2024_PRJNA230363	STR_Actinomyces_sp_oral_taxon_448	Actinomyces_sp_oral_taxon_448	11	0.055
geng2024_PRJNA230363	STR_Aggregatibacter_sp_oral_taxon_458	Aggregatibacter_sp_oral_taxon_458	10	0.05
geng2024_PRJNA230363	STR_Megasphaera_micronuciformis	Megasphaera_micronuciformis	10	0.05
geng2024_PRJNA230363	STR_Campylobacter_SGB19314	Campylobacter_SGB19314	10	0.05
geng2024_PRJNA230363	STR_Lachnoanaerobaculum_sp_ICM7	Lachnoanaerobaculum_sp_ICM7	9	0.045
geng2024_PRJNA230363	STR_Actinomyces_massiliensis	Actinomyces_massiliensis	9	0.045
geng2024_PRJNA230363	STR_Granulicatella_adiacens	Granulicatella_adiacens	9	0.045
geng2024_PRJNA230363	STR_Pseudomonas_aeruginosa	Pseudomonas_aeruginosa	9	0.045
geng2024_PRJNA230363	STR_Neisseria_elongata	Neisseria_elongata	8	0.04
geng2024_PRJNA230363	STR_Selenomonas_infelix	Selenomonas_infelix	8	0.04
geng2024_PRJNA230363	STR_Haemophilus_haemolyticus	Haemophilus_haemolyticus	8	0.04
geng2024_PRJNA230363	STR_Candidatus_Saccharibacteria_bacterium_oral_taxon_488	Candidatus_Saccharibacteria_bacterium_oral_taxon_488	8	0.04
geng2024_PRJNA230363	STR_Granulicatella_elegans	Granulicatella_elegans	8	0.04
geng2024_PRJNA230363	STR_Actinomyces_gerencseriae	Actinomyces_gerencseriae	8	0.04
geng2024_PRJNA230363	STR_Lachnospiraceae_bacterium_oral_taxon_096	Lachnospiraceae_bacterium_oral_taxon_096	7	0.035
geng2024_PRJNA230363	STR_Rothia_dentocariosa	Rothia_dentocariosa	7	0.035
geng2024_PRJNA230363	STR_GGB1472_SGB2037	GGB1472_SGB2037	7	0.035
geng2024_PRJNA230363	STR_Prevotella_loescheii	Prevotella_loescheii	7	0.035
geng2024_PRJNA230363	STR_Leptotrichia_hongkongensis	Leptotrichia_hongkongensis	7	0.035
geng2024_PRJNA230363	STR_Veillonella_rogosae	Veillonella_rogosae	7	0.035
geng2024_PRJNA230363	STR_Solobacterium_SGB6833	Solobacterium_SGB6833	6	0.03
geng2024_PRJNA230363	STR_GGB1843_SGB2524	GGB1843_SGB2524	6	0.03
geng2024_PRJNA230363	STR_Neisseria_sicca	Neisseria_sicca	6	0.03
geng2024_PRJNA230363	STR_Kingella_oralis	Kingella_oralis	6	0.03
geng2024_PRJNA230363	STR_Isoptericola_variabilis	Isoptericola_variabilis	6	0.03
geng2024_PRJNA230363	STR_Streptococcus_salivarius	Streptococcus_salivarius	6	0.03
geng2024_PRJNA230363	STR_Prevotella_melaninogenica	Prevotella_melaninogenica	5	0.025
geng2024_PRJNA230363	STR_Bacteroidaceae_unclassified_SGB1468	Bacteroidaceae_unclassified_SGB1468	5	0.025
geng2024_PRJNA230363	STR_Prevotella_jejuni	Prevotella_jejuni	5	0.025
geng2024_PRJNA230363	STR_Prevotella_pallens	Prevotella_pallens	5	0.025
geng2024_PRJNA230363	STR_Candidatus_Saccharibacteria_bacterium_oral_taxon_955	Candidatus_Saccharibacteria_bacterium_oral_taxon_955	5	0.025
geng2024_PRJNA230363	STR_GGB4395_SGB6050	GGB4395_SGB6050	5	0.025
geng2024_PRJNA230363	STR_Veillonella_dispar	Veillonella_dispar	5	0.025
geng2024_PRJNA230363	STR_Shuttleworthia_satelles	Shuttleworthia_satelles	4	0.02
geng2024_PRJNA230363	STR_Leptotrichia_sp_oral_taxon_215	Leptotrichia_sp_oral_taxon_215	4	0.02
geng2024_PRJNA230363	STR_Alloprevotella_rava	Alloprevotella_rava	4	0.02
geng2024_PRJNA230363	STR_Prevotella_salivae	Prevotella_salivae	4	0.02
geng2024_PRJNA230363	STR_Campylobacter_showae	Campylobacter_showae	4	0.02
geng2024_PRJNA230363	STR_Neisseria_subflava	Neisseria_subflava	4	0.02
geng2024_PRJNA230363	STR_Lautropia_mirabilis	Lautropia_mirabilis	4	0.02
geng2024_PRJNA230363	STR_GGB6675_SGB9425	GGB6675_SGB9425	4	0.02
geng2024_PRJNA230363	STR_Cardiobacterium_hominis	Cardiobacterium_hominis	4	0.02
geng2024_PRJNA230363	STR_Actinomyces_oris	Actinomyces_oris	4	0.02
geng2024_PRJNA230363	STR_Mycoplasma_salivarium	Mycoplasma_salivarium	4	0.02
geng2024_PRJNA230363	STR_Kytococcus_sedentarius	Kytococcus_sedentarius	4	0.02
geng2024_PRJNA230363	STR_Prevotella_nanceiensis	Prevotella_nanceiensis	4	0.02
geng2024_PRJNA230363	STR_Abiotrophia_sp_HMSC24B09	Abiotrophia_sp_HMSC24B09	4	0.02
geng2024_PRJNA230363	STR_Veillonella_atypica	Veillonella_atypica	3	0.015
geng2024_PRJNA230363	STR_Streptococcus_oralis	Streptococcus_oralis	3	0.015
geng2024_PRJNA230363	STR_Eikenella_halliae	Eikenella_halliae	3	0.015
geng2024_PRJNA230363	STR_Neisseria_sp_oral_taxon_014	Neisseria_sp_oral_taxon_014	3	0.015
geng2024_PRJNA230363	STR_Porphyromonas_sp_oral_taxon_278	Porphyromonas_sp_oral_taxon_278	3	0.015
geng2024_PRJNA230363	STR_Selenomonas_artemidis	Selenomonas_artemidis	3	0.015
geng2024_PRJNA230363	STR_Capnocytophaga_haemolytica	Capnocytophaga_haemolytica	3	0.015
geng2024_PRJNA230363	STR_GGB1203_SGB1568	GGB1203_SGB1568	3	0.015
geng2024_PRJNA230363	STR_Abiotrophia_defectiva	Abiotrophia_defectiva	3	0.015
geng2024_PRJNA230363	STR_GGB4538_SGB6256	GGB4538_SGB6256	2	0.01
geng2024_PRJNA230363	STR_Rothia_aeria	Rothia_aeria	2	0.01
geng2024_PRJNA230363	STR_GGB6814_SGB9728	GGB6814_SGB9728	2	0.01
geng2024_PRJNA230363	STR_Streptococcus_cristatus	Streptococcus_cristatus	2	0.01
geng2024_PRJNA230363	STR_Gemella_haemolysans	Gemella_haemolysans	2	0.01
geng2024_PRJNA230363	STR_Actinomyces_johnsonii	Actinomyces_johnsonii	2	0.01
geng2024_PRJNA230363	STR_GGB1474_SGB2040	GGB1474_SGB2040	2	0.01
geng2024_PRJNA230363	STR_Campylobacter_concisus	Campylobacter_concisus	1	0.005
geng2024_PRJNA230363	STR_Selenomonas_SGB5880	Selenomonas_SGB5880	1	0.005
geng2024_PRJNA230363	STR_Fusobacterium_pseudoperiodonticum	Fusobacterium_pseudoperiodonticum	1	0.005
geng2024_PRJNA230363	STR_Pseudomonas_oryzihabitans	Pseudomonas_oryzihabitans	1	0.005
geng2024_PRJNA230363	STR_Acinetobacter_junii	Acinetobacter_junii	1	0.005
geng2024_PRJNA230363	STR_Acinetobacter_johnsonii	Acinetobacter_johnsonii	1	0.005
geng2024_PRJNA230363	STR_Acinetobacter_sp_P8_3_8	Acinetobacter_sp_P8_3_8	1	0.005
geng2024_PRJNA230363	STR_GGB12443_SGB19313	GGB12443_SGB19313	0	0
geng2024_PRJNA230363	STR_Lachnoanaerobaculum_orale	Lachnoanaerobaculum_orale	0	0
geng2024_PRJNA230363	STR_Bacteroidaceae_bacterium	Bacteroidaceae_bacterium	0	0
geng2024_PRJNA230363	STR_Stomatobaculum_longum	Stomatobaculum_longum	0	0
geng2024_PRJNA230363	STR_Haemophilus_paraphrohaemolyticus	Haemophilus_paraphrohaemolyticus	0	0
geng2024_PRJNA230363	STR_Lancefieldella_parvula	Lancefieldella_parvula	0	0
geng2024_PRJNA230363	STR_GGB12785_SGB19827	GGB12785_SGB19827	0	0
geng2024_PRJNA396840	STR_GGB12785_SGB19823	GGB12785_SGB19823	129	0.645
geng2024_PRJNA396840	STR_Fusobacterium_nucleatum	Fusobacterium_nucleatum	119	0.595
geng2024_PRJNA396840	STR_Tannerella_forsythia	Tannerella_forsythia	103	0.515
geng2024_PRJNA396840	STR_Parvimonas_micra	Parvimonas_micra	94	0.47
geng2024_PRJNA396840	STR_Filifactor_alocis	Filifactor_alocis	77	0.385
geng2024_PRJNA396840	STR_Porphyromonas_endodontalis	Porphyromonas_endodontalis	69	0.345
geng2024_PRJNA396840	STR_Treponema_denticola	Treponema_denticola	67	0.335
geng2024_PRJNA396840	STR_Eubacterium_brachy	Eubacterium_brachy	65	0.325
geng2024_PRJNA396840	STR_Eubacterium_saphenum	Eubacterium_saphenum	64	0.32
geng2024_PRJNA396840	STR_Prevotella_koreensis	Prevotella_koreensis	63	0.315
geng2024_PRJNA396840	STR_Streptococcus_oralis	Streptococcus_oralis	55	0.275
geng2024_PRJNA396840	STR_GGB4333_SGB5935	GGB4333_SGB5935	49	0.245
geng2024_PRJNA396840	STR_Peptostreptococcus_stomatis	Peptostreptococcus_stomatis	42	0.21
geng2024_PRJNA396840	STR_Treponema_SGB3604	Treponema_SGB3604	41	0.205
geng2024_PRJNA396840	STR_Bacteroidetes_oral_taxon_274	Bacteroidetes_oral_taxon_274	40	0.2
geng2024_PRJNA396840	STR_Streptococcus_anginosus	Streptococcus_anginosus	38	0.19
geng2024_PRJNA396840	STR_Actinomyces_dentalis	Actinomyces_dentalis	37	0.185
geng2024_PRJNA396840	STR_GGB12763_SGB19797	GGB12763_SGB19797	36	0.18
geng2024_PRJNA396840	STR_Prevotella_intermedia	Prevotella_intermedia	35	0.175
geng2024_PRJNA396840	STR_GGB10852_SGB17523	GGB10852_SGB17523	34	0.17
geng2024_PRJNA396840	STR_Porphyromonas_gingivalis	Porphyromonas_gingivalis	30	0.15
geng2024_PRJNA396840	STR_Eubacterium_nodatum	Eubacterium_nodatum	29	0.145
geng2024_PRJNA396840	STR_Leptotrichia_sp_oral_taxon_212	Leptotrichia_sp_oral_taxon_212	27	0.135
geng2024_PRJNA396840	STR_Actinomyces_johnsonii	Actinomyces_johnsonii	27	0.135
geng2024_PRJNA396840	STR_Aggregatibacter_aphrophilus	Aggregatibacter_aphrophilus	26	0.13
geng2024_PRJNA396840	STR_Actinomyces_israelii	Actinomyces_israelii	26	0.13
geng2024_PRJNA396840	STR_Corynebacterium_matruchotii	Corynebacterium_matruchotii	25	0.125
geng2024_PRJNA396840	STR_Candidatus_Saccharibacteria_unclassified_SGB19850	Candidatus_Saccharibacteria_unclassified_SGB19850	24	0.12
geng2024_PRJNA396840	STR_Campylobacter_gracilis	Campylobacter_gracilis	23	0.115
geng2024_PRJNA396840	STR_Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1	Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1	21	0.105
geng2024_PRJNA396840	STR_Selenomonas_noxia	Selenomonas_noxia	21	0.105
geng2024_PRJNA396840	STR_Lachnoanaerobaculum_saburreum	Lachnoanaerobaculum_saburreum	21	0.105
geng2024_PRJNA396840	STR_Bacteroidaceae_unclassified_SGB1468	Bacteroidaceae_unclassified_SGB1468	20	0.1
geng2024_PRJNA396840	STR_Prevotella_nanceiensis	Prevotella_nanceiensis	20	0.1
geng2024_PRJNA396840	STR_Prevotella_scopos	Prevotella_scopos	20	0.1
geng2024_PRJNA396840	STR_Gemella_haemolysans	Gemella_haemolysans	19	0.095
geng2024_PRJNA396840	STR_Capnocytophaga_leadbetteri	Capnocytophaga_leadbetteri	19	0.095
geng2024_PRJNA396840	STR_Dialister_invisus	Dialister_invisus	19	0.095
geng2024_PRJNA396840	STR_Leptotrichia_hofstadii	Leptotrichia_hofstadii	18	0.09
geng2024_PRJNA396840	STR_Actinomyces_sp_oral_taxon_897	Actinomyces_sp_oral_taxon_897	18	0.09
geng2024_PRJNA396840	STR_Mogibacterium_timidum	Mogibacterium_timidum	18	0.09
geng2024_PRJNA396840	STR_Candidatus_Saccharibacteria_unclassified_SGB19782	Candidatus_Saccharibacteria_unclassified_SGB19782	16	0.08
geng2024_PRJNA396840	STR_Lancefieldella_rimae	Lancefieldella_rimae	16	0.08
geng2024_PRJNA396840	STR_Tannerella_sp_oral_taxon_HOT_286	Tannerella_sp_oral_taxon_HOT_286	15	0.075
geng2024_PRJNA396840	STR_Fretibacterium_fastidiosum	Fretibacterium_fastidiosum	15	0.075
geng2024_PRJNA396840	STR_Lachnospiraceae_bacterium_oral_taxon_500	Lachnospiraceae_bacterium_oral_taxon_500	14	0.07
geng2024_PRJNA396840	STR_Stomatobaculum_SGB5266	Stomatobaculum_SGB5266	13	0.065
geng2024_PRJNA396840	STR_Aggregatibacter_segnis	Aggregatibacter_segnis	13	0.065
geng2024_PRJNA396840	STR_Neisseria_elongata	Neisseria_elongata	12	0.06
geng2024_PRJNA396840	STR_Capnocytophaga_gingivalis	Capnocytophaga_gingivalis	12	0.06
geng2024_PRJNA396840	STR_Olsenella_sp_oral_taxon_807	Olsenella_sp_oral_taxon_807	12	0.06
geng2024_PRJNA396840	STR_GGB1022_SGB1315	GGB1022_SGB1315	12	0.06
geng2024_PRJNA396840	STR_Streptococcus_sp_263_SSPC	Streptococcus_sp_263_SSPC	11	0.055
geng2024_PRJNA396840	STR_Gemella_morbillorum	Gemella_morbillorum	11	0.055
geng2024_PRJNA396840	STR_Capnocytophaga_sputigena	Capnocytophaga_sputigena	11	0.055
geng2024_PRJNA396840	STR_Prevotella_nigrescens	Prevotella_nigrescens	11	0.055
geng2024_PRJNA396840	STR_Prevotella_pleuritidis	Prevotella_pleuritidis	11	0.055
geng2024_PRJNA396840	STR_Peptidiphaga_gingivicola	Peptidiphaga_gingivicola	10	0.05
geng2024_PRJNA396840	STR_Streptococcus_mitis	Streptococcus_mitis	9	0.045
geng2024_PRJNA396840	STR_Trueperella_pyogenes	Trueperella_pyogenes	9	0.045
geng2024_PRJNA396840	STR_GGB4538_SGB6256	GGB4538_SGB6256	9	0.045
geng2024_PRJNA396840	STR_Oribacterium_parvum	Oribacterium_parvum	8	0.04
geng2024_PRJNA396840	STR_Alloprevotella_tannerae	Alloprevotella_tannerae	8	0.04
geng2024_PRJNA396840	STR_GGB3886_SGB5269	GGB3886_SGB5269	8	0.04
geng2024_PRJNA396840	STR_Kytococcus_sedentarius	Kytococcus_sedentarius	8	0.04
geng2024_PRJNA396840	STR_Streptococcus_salivarius	Streptococcus_salivarius	7	0.035
geng2024_PRJNA396840	STR_Actinomyces_oris	Actinomyces_oris	7	0.035
geng2024_PRJNA396840	STR_Campylobacter_concisus	Campylobacter_concisus	7	0.035
geng2024_PRJNA396840	STR_Streptococcus_constellatus	Streptococcus_constellatus	7	0.035
geng2024_PRJNA396840	STR_Streptococcus_mutans	Streptococcus_mutans	7	0.035
geng2024_PRJNA396840	STR_Prevotella_jejuni	Prevotella_jejuni	6	0.03
geng2024_PRJNA396840	STR_GGB3394_SGB4498	GGB3394_SGB4498	6	0.03
geng2024_PRJNA396840	STR_Actinomyces_SGB17154	Actinomyces_SGB17154	6	0.03
geng2024_PRJNA396840	STR_GGB2672_SGB3600	GGB2672_SGB3600	6	0.03
geng2024_PRJNA396840	STR_Aggregatibacter_actinomycetemcomitans	Aggregatibacter_actinomycetemcomitans	6	0.03
geng2024_PRJNA396840	STR_Leptotrichia_buccalis	Leptotrichia_buccalis	6	0.03
geng2024_PRJNA396840	STR_Veillonella_tobetsuensis	Veillonella_tobetsuensis	6	0.03
geng2024_PRJNA396840	STR_Haemophilus_parahaemolyticus	Haemophilus_parahaemolyticus	5	0.025
geng2024_PRJNA396840	STR_Oribacterium_asaccharolyticum	Oribacterium_asaccharolyticum	5	0.025
geng2024_PRJNA396840	STR_Prevotella_sp_A2879	Prevotella_sp_A2879	5	0.025
geng2024_PRJNA396840	STR_Veillonella_sp_3627	Veillonella_sp_3627	5	0.025
geng2024_PRJNA396840	STR_Prevotella_sp_HJM029	Prevotella_sp_HJM029	5	0.025
geng2024_PRJNA396840	STR_Actinomyces_naeslundii	Actinomyces_naeslundii	5	0.025
geng2024_PRJNA396840	STR_Pauljensenia_hongkongensis	Pauljensenia_hongkongensis	5	0.025
geng2024_PRJNA396840	STR_Haemophilus_parainfluenzae	Haemophilus_parainfluenzae	4	0.02
geng2024_PRJNA396840	STR_Streptococcus_parasanguinis	Streptococcus_parasanguinis	4	0.02
geng2024_PRJNA396840	STR_Gemella_sanguinis	Gemella_sanguinis	4	0.02
geng2024_PRJNA396840	STR_Streptococcus_infantis	Streptococcus_infantis	4	0.02
geng2024_PRJNA396840	STR_Parvimonas_SGB6649	Parvimonas_SGB6649	4	0.02
geng2024_PRJNA396840	STR_Prevotella_histicola	Prevotella_histicola	4	0.02
geng2024_PRJNA396840	STR_Oribacterium_sinus	Oribacterium_sinus	4	0.02
geng2024_PRJNA396840	STR_Lachnoanaerobaculum_orale	Lachnoanaerobaculum_orale	4	0.02
geng2024_PRJNA396840	STR_Rothia_aeria	Rothia_aeria	4	0.02
geng2024_PRJNA396840	STR_GGB12785_SGB19825	GGB12785_SGB19825	4	0.02
geng2024_PRJNA396840	STR_GGB1188_SGB1538	GGB1188_SGB1538	4	0.02
geng2024_PRJNA396840	STR_Selenomonas_SGB5880	Selenomonas_SGB5880	4	0.02
geng2024_PRJNA396840	STR_GGB4538_SGB6253	GGB4538_SGB6253	4	0.02
geng2024_PRJNA396840	STR_Selenomonas_sputigena	Selenomonas_sputigena	4	0.02
geng2024_PRJNA396840	STR_GGB3385_SGB4472	GGB3385_SGB4472	4	0.02
geng2024_PRJNA396840	STR_Candidatus_Nanoperiomorbus_periodonticus	Candidatus_Nanoperiomorbus_periodonticus	4	0.02
geng2024_PRJNA396840	STR_Abiotrophia_defectiva	Abiotrophia_defectiva	4	0.02
geng2024_PRJNA396840	STR_Haemophilus_sputorum	Haemophilus_sputorum	4	0.02
geng2024_PRJNA396840	STR_Capnocytophaga_granulosa	Capnocytophaga_granulosa	4	0.02
geng2024_PRJNA396840	STR_Prevotella_oulorum	Prevotella_oulorum	4	0.02
geng2024_PRJNA396840	STR_Prevotella_pallens	Prevotella_pallens	3	0.015
geng2024_PRJNA396840	STR_Actinomyces_sp_ICM47	Actinomyces_sp_ICM47	3	0.015
geng2024_PRJNA396840	STR_Lancefieldella_parvula	Lancefieldella_parvula	3	0.015
geng2024_PRJNA396840	STR_Solobacterium_SGB6833	Solobacterium_SGB6833	3	0.015
geng2024_PRJNA396840	STR_Streptococcus_sp_A12	Streptococcus_sp_A12	3	0.015
geng2024_PRJNA396840	STR_Actinomyces_SGB17168	Actinomyces_SGB17168	3	0.015
geng2024_PRJNA396840	STR_GGB12441_SGB19290	GGB12441_SGB19290	3	0.015
geng2024_PRJNA396840	STR_Campylobacter_showae	Campylobacter_showae	3	0.015
geng2024_PRJNA396840	STR_GGB3887_SGB5270	GGB3887_SGB5270	3	0.015
geng2024_PRJNA396840	STR_Neisseria_sp_oral_taxon_014	Neisseria_sp_oral_taxon_014	3	0.015
geng2024_PRJNA396840	STR_Rothia_dentocariosa	Rothia_dentocariosa	3	0.015
geng2024_PRJNA396840	STR_Actinomyces_massiliensis	Actinomyces_massiliensis	3	0.015
geng2024_PRJNA396840	STR_Prevotella_fusca	Prevotella_fusca	3	0.015
geng2024_PRJNA396840	STR_Prevotella_oris	Prevotella_oris	3	0.015
geng2024_PRJNA396840	STR_GGB12790_SGB19845	GGB12790_SGB19845	3	0.015
geng2024_PRJNA396840	STR_TM7_phylum_sp_oral_taxon_350	TM7_phylum_sp_oral_taxon_350	3	0.015
geng2024_PRJNA396840	STR_Streptococcus_rubneri	Streptococcus_rubneri	3	0.015
geng2024_PRJNA396840	STR_Bacteroidetes_unclassified_SGB1343	Bacteroidetes_unclassified_SGB1343	3	0.015
geng2024_PRJNA396840	STR_Prevotella_melaninogenica	Prevotella_melaninogenica	2	0.01
geng2024_PRJNA396840	STR_Neisseria_subflava	Neisseria_subflava	2	0.01
geng2024_PRJNA396840	STR_Rothia_mucilaginosa	Rothia_mucilaginosa	2	0.01
geng2024_PRJNA396840	STR_Veillonella_atypica	Veillonella_atypica	2	0.01
geng2024_PRJNA396840	STR_Prevotella_salivae	Prevotella_salivae	2	0.01
geng2024_PRJNA396840	STR_Actinomyces_sp_S6_Spd3	Actinomyces_sp_S6_Spd3	2	0.01
geng2024_PRJNA396840	STR_Neisseria_sicca	Neisseria_sicca	2	0.01
geng2024_PRJNA396840	STR_GGB1843_SGB2524	GGB1843_SGB2524	2	0.01
geng2024_PRJNA396840	STR_Veillonella_rogosae	Veillonella_rogosae	2	0.01
geng2024_PRJNA396840	STR_Granulicatella_adiacens	Granulicatella_adiacens	2	0.01
geng2024_PRJNA396840	STR_Leptotrichia_wadei	Leptotrichia_wadei	2	0.01
geng2024_PRJNA396840	STR_Lachnospiraceae_bacterium_oral_taxon_096	Lachnospiraceae_bacterium_oral_taxon_096	2	0.01
geng2024_PRJNA396840	STR_GGB4395_SGB6050	GGB4395_SGB6050	2	0.01
geng2024_PRJNA396840	STR_TM7_phylum_sp_oral_taxon_351	TM7_phylum_sp_oral_taxon_351	2	0.01
geng2024_PRJNA396840	STR_Granulicatella_elegans	Granulicatella_elegans	2	0.01
geng2024_PRJNA396840	STR_Capnocytophaga_ochracea	Capnocytophaga_ochracea	2	0.01
geng2024_PRJNA396840	STR_Bifidobacterium_longum	Bifidobacterium_longum	2	0.01
geng2024_PRJNA396840	STR_Prevotella_shahii	Prevotella_shahii	2	0.01
geng2024_PRJNA396840	STR_Capnocytophaga_SGB2499	Capnocytophaga_SGB2499	2	0.01
geng2024_PRJNA396840	STR_GGB3385_SGB4471	GGB3385_SGB4471	2	0.01
geng2024_PRJNA396840	STR_GGB4721_SGB6537	GGB4721_SGB6537	2	0.01
geng2024_PRJNA396840	STR_Desulfomicrobium_orale	Desulfomicrobium_orale	2	0.01
geng2024_PRJNA396840	STR_Fusobacterium_pseudoperiodonticum	Fusobacterium_pseudoperiodonticum	1	0.005
geng2024_PRJNA396840	STR_Peptostreptococcus_SGB749	Peptostreptococcus_SGB749	1	0.005
geng2024_PRJNA396840	STR_Mogibacterium_diversum	Mogibacterium_diversum	1	0.005
geng2024_PRJNA396840	STR_Isoptericola_variabilis	Isoptericola_variabilis	1	0.005
