taxon_id,effect_size,p_value,q_value,direction,taxon_name
STR_Capnocytophaga_ochracea,-0.5035995558684567,0.431695178403097,0.6786711002376044,health_enriched,Capnocytophaga_ochracea
STR_Eubacterium_brachy,0.7371276091140253,0.43697346673728743,0.6786711002376044,disease_enriched,Eubacterium_brachy
STR_Prevotella_sp_oral_taxon_473,0.2594576634448277,0.44413035236137344,0.6786711002376044,disease_enriched,Prevotella_sp_oral_taxon_473
STR_Candidatus_Gracilibacteria_bacterium_GN02_873,-0.2936888961331079,0.45775944520803014,0.6917253838699122,health_enriched,Candidatus_Gracilibacteria_bacterium_GN02_873
STR_Prevotella_conceptionensis,-0.3733564599300089,0.47418265114537095,0.708668577535939,health_enriched,Prevotella_conceptionensis
STR_Dialister_pneumosintes,0.3099869767201311,0.4978438331837187,0.735943057749845,disease_enriched,Dialister_pneumosintes
STR_Cardiobacterium_hominis,-0.5702723985643572,0.5106736197665874,0.7467915299812461,health_enriched,Cardiobacterium_hominis
STR_Neisseria_subflava,-0.6623812209875785,0.5429556791189737,0.7612574470121692,health_enriched,Neisseria_subflava
STR_Actinomyces_gerencseriae,-0.5212529016062964,0.541606997855802,0.7612574470121692,health_enriched,Actinomyces_gerencseriae
STR_GGB10022_SGB15896,-0.6407098613503804,0.5428696436359308,0.7612574470121692,health_enriched,GGB10022_SGB15896
STR_Selenomonas_sp_oral_taxon_126,0.4941931017286377,0.5325451951446859,0.7612574470121692,disease_enriched,Selenomonas_sp_oral_taxon_126
STR_Aggregatibacter_sp_oral_taxon_458,-0.25740490200182126,0.6124374206608945,0.7784251328026321,health_enriched,Aggregatibacter_sp_oral_taxon_458
STR_Capnocytophaga_leadbetteri,-0.5966529254547733,0.6088517758833552,0.7784251328026321,health_enriched,Capnocytophaga_leadbetteri
STR_Eikenella_corrodens,-0.2746413171894716,0.611434666418162,0.7784251328026321,health_enriched,Eikenella_corrodens
STR_Actinomyces_israelii,0.3705449941768151,0.6016305734759244,0.7784251328026321,disease_enriched,Actinomyces_israelii
STR_Leptotrichia_hofstadii,-0.19806523502783382,0.5911004793807513,0.7784251328026321,health_enriched,Leptotrichia_hofstadii
STR_Prevotella_veroralis,0.2767641580823693,0.5780612260846179,0.7784251328026321,disease_enriched,Prevotella_veroralis
STR_Pauljensenia_hongkongensis,-0.1848703877150375,0.585177103341921,0.7784251328026321,health_enriched,Pauljensenia_hongkongensis
STR_candidate_division_SR1_bacterium_MGEHA,0.12595865028016928,0.5879257089843382,0.7784251328026321,disease_enriched,candidate_division_SR1_bacterium_MGEHA
STR_GGB12796_SGB19893,0.3556165874218827,0.5838172567695472,0.7784251328026321,disease_enriched,GGB12796_SGB19893
STR_Selenomonas_sp_oral_taxon_892,-0.3918451101202189,0.595010673853087,0.7784251328026321,health_enriched,Selenomonas_sp_oral_taxon_892
STR_Selenomonas_noxia,-0.3773104924092873,0.6250936473691889,0.7799333581854101,health_enriched,Selenomonas_noxia
