taxon_id,effect_size,p_value,q_value,direction,taxon_name
STR_Streptococcus_sanguinis,-3.6496810605254715,0.09977106491141267,0.41117772205915526,health_enriched,Streptococcus_sanguinis
STR_Actinomyces_sp_oral_taxon_448,-1.2301664152798653,0.6712880241877305,0.8927752313696639,health_enriched,Actinomyces_sp_oral_taxon_448
STR_Bacteroidetes_oral_taxon_274,-1.3363333232649186,0.5543242809712442,0.8267713124214743,health_enriched,Bacteroidetes_oral_taxon_274
STR_Porphyromonas_gingivalis,2.259714651792582,0.3070212162940386,0.7036177673214618,disease_enriched,Porphyromonas_gingivalis
STR_Campylobacter_curvus,3.525482424933475,0.2247504243295655,0.5878088020927098,disease_enriched,Campylobacter_curvus
STR_Neisseria_sicca,-0.9009994592957918,0.6658149992317313,0.8927752313696639,health_enriched,Neisseria_sicca
STR_GGB10022_SGB15896,-4.297512377056289,0.13830858022625275,0.48230684386590705,health_enriched,GGB10022_SGB15896
STR_Haemophilus_parainfluenzae,-1.8046506912692237,0.48251746698477016,0.7981464263862785,health_enriched,Haemophilus_parainfluenzae
STR_Neisseria_elongata,-0.675087526586682,0.7378161383117217,0.9162043031764252,health_enriched,Neisseria_elongata
STR_Streptococcus_gordonii,-2.015844361992691,0.486781295049197,0.7981464263862785,health_enriched,Streptococcus_gordonii
STR_Capnocytophaga_ochracea,-1.2021434541909501,0.4509851963383945,0.7910842925316942,health_enriched,Capnocytophaga_ochracea
STR_Leptotrichia_hofstadii,24.498977171289646,7.207322446002894e-17,5.445532514757742e-16,disease_enriched,Leptotrichia_hofstadii
STR_Kytococcus_sedentarius,-27.53378973678611,5.547432724679093e-21,1.2574180842605945e-19,health_enriched,Kytococcus_sedentarius
STR_Prevotella_veroralis,1.9060394338941622,0.5108791850832284,0.7981464263862785,disease_enriched,Prevotella_veroralis
STR_Pauljensenia_hongkongensis,-1.1928443822231638,0.680706528681446,0.8927752313696639,health_enriched,Pauljensenia_hongkongensis
STR_Isoptericola_variabilis,-3.0094015350573415,0.2991939189818846,0.7036177673214618,health_enriched,Isoptericola_variabilis
STR_Granulicatella_adiacens,-2.172288294952196,0.4537101089520011,0.7910842925316942,health_enriched,Granulicatella_adiacens
STR_candidate_division_SR1_bacterium_MGEHA,0,1,1,health_enriched,candidate_division_SR1_bacterium_MGEHA
STR_Selenomonas_sputigena,2.1735021329670485,0.3963684579293169,0.7755774870963497,disease_enriched,Selenomonas_sputigena
STR_GGB1201_SGB1566,0.05405832753492712,0.9847508015199405,0.9920452519015697,disease_enriched,GGB1201_SGB1566
STR_Anaeroglobus_geminatus,25.14865955620132,1.0804895530389623e-17,9.796438614219924e-17,disease_enriched,Anaeroglobus_geminatus
STR_GGB6675_SGB9425,26.61873974630332,1.2351317630061672e-19,1.866421330764875e-18,disease_enriched,GGB6675_SGB9425
STR_Arachnia_SGB15898,-4.598252160299939,0.11267181239870742,0.4378104710349774,health_enriched,Arachnia_SGB15898
STR_Peptidiphaga_gingivicola,25.74410120356437,1.819226882553079e-18,1.903191200209375e-17,disease_enriched,Peptidiphaga_gingivicola
STR_Lautropia_dentalis,2.9517378263947713,0.3085311381204306,0.7036177673214618,disease_enriched,Lautropia_dentalis
STR_Porphyromonas_endodontalis,2.29659435714334,0.20933336561898608,0.5878088020927098,disease_enriched,Porphyromonas_endodontalis
STR_GGB12796_SGB19893,1.4119669395530943,0.6262920773637117,0.8618346378521449,disease_enriched,GGB12796_SGB19893
STR_Dialister_invisus,0.8743694816075528,0.7095730624454651,0.9018872569400304,disease_enriched,Dialister_invisus
STR_GGB4533_SGB6246,0.6048114269991506,0.8347432401936673,0.9427525188495073,disease_enriched,GGB4533_SGB6246
STR_GGB12790_SGB19844,-24.66428531526631,3.859443267317525e-17,3.08755461385402e-16,health_enriched,GGB12790_SGB19844
STR_Olsenella_sp_oral_taxon_807,0.45582962847473035,0.8541992717201543,0.9444804955604958,disease_enriched,Olsenella_sp_oral_taxon_807
STR_Tannerella_forsythia,0.9157683976660413,0.6266533047421239,0.8618346378521449,disease_enriched,Tannerella_forsythia
STR_Campylobacter_rectus,0.6524284678728807,0.8086156872631745,0.9427525188495073,disease_enriched,Campylobacter_rectus
STR_Eubacterium_brachy,0.6429854346005313,0.7477843945042882,0.9162043031764252,disease_enriched,Eubacterium_brachy
STR_Treponema_denticola,3.1727349766684974,0.1626691358534107,0.5122816534690037,disease_enriched,Treponema_denticola
STR_GGB12790_SGB19845,-1.870278497070162,0.48441400302840304,0.7981464263862785,health_enriched,GGB12790_SGB19845
STR_Lachnoanaerobaculum_saburreum,-0.6959686956787745,0.8102538438353789,0.9427525188495073,health_enriched,Lachnoanaerobaculum_saburreum
STR_Actinomyces_sp_oral_taxon_897,2.4559638456311657,0.37203108723539113,0.7755774870963497,disease_enriched,Actinomyces_sp_oral_taxon_897
STR_Prevotella_denticola,28.36249449427528,4.461241668770763e-22,2.078238537453572e-20,disease_enriched,Prevotella_denticola
STR_Candidatus_Nanoperiomorbus_periodonticus,5.639525342066178,0.022252488377839497,0.10808351497807754,disease_enriched,Candidatus_Nanoperiomorbus_periodonticus
STR_Prevotella_intermedia,5.168859030336122,0.04643835594820031,0.21052054696517475,disease_enriched,Prevotella_intermedia
STR_GGB3385_SGB4472,2.8148439598454567,0.3315293618547122,0.7391474297088665,disease_enriched,GGB3385_SGB4472
STR_Selenomonas_massiliensis,1.903975581448331,0.511362245394889,0.7981464263862785,disease_enriched,Selenomonas_massiliensis
STR_Centipeda_periodontii,-24.417632795694498,7.912013240128402e-17,5.663335792934014e-16,health_enriched,Centipeda_periodontii
STR_Mogibacterium_timidum,2.3394525951971836,0.19387997253732303,0.5732103535886072,disease_enriched,Mogibacterium_timidum
STR_Gemella_morbillorum,2.4805860485384277,0.39243415204710863,0.7755774870963497,disease_enriched,Gemella_morbillorum
STR_Kingella_denitrificans,-5.963145530593758,0.040049779954504795,0.18781965771767764,health_enriched,Kingella_denitrificans
STR_Candidatus_Gracilibacteria_bacterium_GN02_873,-2.576815530112798,0.3741794873280246,0.7755774870963497,health_enriched,Candidatus_Gracilibacteria_bacterium_GN02_873
STR_Selenomonas_sp_oral_taxon_892,23.30695856342461,2.0729241246808275e-15,1.2257290476373587e-14,disease_enriched,Selenomonas_sp_oral_taxon_892
STR_Selenomonas_sp_oral_taxon_126,0.21601504420347176,0.936473994019117,0.9796958706661533,disease_enriched,Selenomonas_sp_oral_taxon_126
STR_Catonella_morbi,3.9837655921346906,0.16950495886842032,0.5122816534690037,disease_enriched,Catonella_morbi
STR_Parvimonas_micra,0.24773828888132812,0.9299002074666302,0.9796958706661533,disease_enriched,Parvimonas_micra
STR_Bacteroidetes_unclassified_SGB1343,10.59962525483371,2.942344681583118e-5,1.6006355067812162e-4,disease_enriched,Bacteroidetes_unclassified_SGB1343
STR_Campylobacter_showae,23.48446655289196,1.2640596759600028e-15,7.814187087752744e-15,disease_enriched,Campylobacter_showae
STR_Dialister_pneumosintes,27.22168071407488,1.8380405937427837e-20,3.1246690093627324e-19,disease_enriched,Dialister_pneumosintes
STR_Prevotella_baroniae,25.125621910405165,1.1541631519567633e-17,9.810386791632488e-17,disease_enriched,Prevotella_baroniae
STR_Streptococcus_anginosus,2.3658609511054003,0.4145798611709615,0.7830952933229273,disease_enriched,Streptococcus_anginosus
STR_Peptostreptococcus_stomatis,25.993041310688124,8.536097555680151e-19,1.055372061429546e-17,disease_enriched,Peptostreptococcus_stomatis
STR_GGB1025_SGB1319,2.705732838496042,0.2667679171500852,0.6596443042256652,disease_enriched,GGB1025_SGB1319
STR_GGB10852_SGB17523,3.2681364581974135,0.13582780789623755,0.48230684386590705,disease_enriched,GGB10852_SGB17523
STR_Filifactor_alocis,3.3240642668691605,0.1668739526458212,0.5122816534690037,disease_enriched,Filifactor_alocis
STR_Eubacterium_yurii,24.204128114091446,1.6793397571939034e-16,1.0875724141827184e-15,disease_enriched,Eubacterium_yurii
STR_Prevotella_sp_oral_taxon_473,21.88389135932637,9.194634121642974e-14,5.210292668931019e-13,disease_enriched,Prevotella_sp_oral_taxon_473
STR_Treponema_SGB69443,2.8209588306302886,0.3104196032300567,0.7036177673214618,disease_enriched,Treponema_SGB69443
STR_GGB49229_SGB69060,26.30888747524463,3.2352838786115955e-19,4.3999860749117696e-18,disease_enriched,GGB49229_SGB69060
STR_Treponema_sp_Marseille_Q3903,27.297136388210834,1.4439911290553868e-20,2.8054684793076084e-19,disease_enriched,Treponema_sp_Marseille_Q3903
STR_GGB1611_SGB2208,27.70301141609637,3.8986048458372645e-21,1.237790306120466e-19,disease_enriched,GGB1611_SGB2208
STR_Eubacterium_nodatum,3.878797177081797,0.057429444103257364,0.25194852896912906,disease_enriched,Eubacterium_nodatum
STR_Fretibacterium_fastidiosum,9.189473237783682,8.966037899912916e-5,4.6899275168775257e-4,disease_enriched,Fretibacterium_fastidiosum
STR_Prevotella_dentalis,24.296969758845936,1.2880302185539174e-16,8.758605486166639e-16,disease_enriched,Prevotella_dentalis
STR_Anaerolineaceae_bacterium_oral_taxon_439,2.271166993484352,0.4334332235896012,0.7910842925316942,disease_enriched,Anaerolineaceae_bacterium_oral_taxon_439
STR_GGB4333_SGB5935,30,4.277827085152321e-27,5.817844835807157e-25,disease_enriched,GGB4333_SGB5935
STR_Peptostreptococcaceae_bacterium_oral_taxon_113,25.53856979259109,3.3751782464451857e-18,3.2787445822610374e-17,disease_enriched,Peptostreptococcaceae_bacterium_oral_taxon_113
